"F4000T","UAA","NutsShare","res","x","y"
0,1500,0,5000,4465,2990
0,1400,0,5000,4470,2990
0,1100,0,5000,4475,2990
0,2000,0,5000,3760,2985
0,1700,0,5000,3765,2985
0,2200,0,5000,3770,2985
0,2200,0,5000,3775,2985
0,4000,0,5000,3790,2985
0,2800,0,5000,3795,2985
0,300,0,5000,4450,2985
0,130,0,5000,4455,2985
0,1000,0,5000,4470,2985
0,700,0,5000,4475,2985
0,1900,0,5000,3760,2980
0,2200,0,5000,3765,2980
0,2000,0,5000,3770,2980
0,2800,0,5000,3775,2980
0,1200,0,5000,3790,2980
0,1000,0,5000,3795,2980
0,600,0,5000,4450,2980
0,1000,0,5000,4455,2980
0,400,0,5000,4470,2980
0,1200,0,5000,4475,2980
0,1800,0,5000,3760,2975
0,3000,0,5000,3765,2975
0,2200,0,5000,3770,2975
0,2100,0,5000,3775,2975
0,1400,0,5000,3780,2975
0,1500,0,5000,3785,2975
0,1000,0,5000,3790,2975
0,2800,0,5000,3795,2975
0,2100,0,5000,4440,2975
0,1400,0,5000,4445,2975
0,900,0,5000,4450,2975
0,1800,0,5000,4455,2975
0,600,0,5000,4460,2975
0,200,0,5000,4465,2975
0,700,0,5000,4470,2975
0,1100,0,5000,4475,2975
0,2100,0,5000,3760,2970
0,1500,0,5000,3765,2970
0,1700,0,5000,3770,2970
0,2100,0,5000,3775,2970
0,2400,0,5000,3780,2970
0,1500,0,5000,3785,2970
0,1600,0,5000,3790,2970
0,2500,0,5000,3795,2970
0,1500,0,5000,4440,2970
0,1200,0,5000,4445,2970
0,1600,0,5000,4450,2970
0,1300,0,5000,4455,2970
0,800,0,5000,4460,2970
0,1500,0,5000,4465,2970
0,1600,0,5000,4470,2970
0,600,0,5000,4475,2970
0,2200,0,5000,3760,2965
0,2900,0,5000,3765,2965
0,2200,0,5000,3770,2965
0,2600,0,5000,3775,2965
0,1200,0,5000,4440,2965
0,1500,0,5000,4445,2965
0,1300,0,5000,4450,2965
0,1400,0,5000,4455,2965
0,2200,0,5000,4470,2965
0,1100,0,5000,4475,2965
0,1800,0,5000,3760,2960
0,2300,0,5000,3765,2960
0,1300,0,5000,3770,2960
0,2700,0,5000,3775,2960
0,1400,0,5000,4440,2960
0,400,0,5000,4445,2960
0,1300,0,5000,4450,2960
0,800,0,5000,4455,2960
0,1300,0,5000,4470,2960
0,800,0,5000,4475,2960
0,1700,0,5000,4480,2955
0,1800,0,5000,4485,2955
0,400,0,5000,4490,2955
0,700,0,5000,4495,2955
0,800,0,5000,4730,2955
0,2400,0,5000,4735,2955
0,1000,0,5000,5040,2955
0,190,0,5000,5045,2955
0,700,0,5000,4480,2950
0,1900,0,5000,4485,2950
0,400,0,5000,4490,2950
0,1200,0,5000,4495,2950
0,600,0,5000,4730,2950
0,2400,0,5000,4735,2950
0,1000,0,5000,4480,2945
0,1700,0,5000,4485,2945
0,900,0,5000,4490,2945
0,1800,0,5000,4495,2945
0,1400,0,5000,4480,2940
0,800,0,5000,4485,2940
0,1000,0,5000,4490,2940
0,1600,0,5000,4495,2940
0,900,0,5000,3260,2935
0,2100,0,5000,3265,2935
0,1800,0,5000,3270,2935
0,900,0,5000,3275,2935
0,1200,0,5000,4480,2935
0,1100,0,5000,4485,2935
0,300,0,5000,4490,2935
0,800,0,5000,4495,2935
0,800,0,5000,4500,2935
0,800,0,5000,4505,2935
0,1600,0,5000,3260,2930
0,1400,0,5000,3265,2930
0,1400,0,5000,3270,2930
0,2200,0,5000,3275,2930
0,1000,0,5000,4480,2930
0,1500,0,5000,4485,2930
0,1600,0,5000,4490,2930
0,800,0,5000,4495,2930
0,700,0,5000,4500,2930
0,700,0,5000,4505,2930
0,1900,0,5000,3240,2925
0,2200,0,5000,3245,2925
0,1800,0,5000,3250,2925
0,2200,0,5000,3255,2925
0,1700,0,5000,3260,2925
0,2200,0,5000,3265,2925
0,2400,0,5000,3270,2925
0,1300,0,5000,3275,2925
0,800,0,5000,3475,2925
0,1000,0,5000,4480,2925
0,1200,0,5000,4485,2925
0,1400,0,5000,4490,2925
0,1100,0,5000,4495,2925
0,900,0,5000,4500,2925
0,800,0,5000,4505,2925
0,1300,0,5000,4510,2925
0,1400,0,5000,4515,2925
NA,NA,NA,5000,5535,2925
0,2000,0,5000,3240,2920
0,1600,0,5000,3245,2920
0,1800,0,5000,3250,2920
0,1500,0,5000,3255,2920
0,1800,0,5000,3260,2920
0,1600,0,5000,3265,2920
0,1200,0,5000,3270,2920
0,2700,0,5000,3275,2920
0,1200,0,5000,3475,2920
0,1400,0,5000,4480,2920
0,1300,0,5000,4485,2920
0,1600,0,5000,4490,2920
0,800,0,5000,4495,2920
0,1700,0,5000,4500,2920
0,1600,0,5000,4505,2920
0,1500,0,5000,4510,2920
0,700,0,5000,4515,2920
NA,NA,NA,5000,5525,2920
0,300,0,5000,5530,2920
0,1600,0,5000,5535,2920
0,1600,0,5000,4530,2915
0,1400,0,5000,4535,2915
0,1400,0,5000,4550,2915
0,500,0,5000,4555,2915
0,1800,0,5000,4530,2910
0,1900,0,5000,4535,2910
0,800,0,5000,4550,2910
0,1600,0,5000,4555,2910
0,1600,0,5000,4520,2905
0,1200,0,5000,4525,2905
0,300,0,5000,4530,2905
0,500,0,5000,4535,2905
0,1000,0,5000,4520,2900
0,1100,0,5000,4525,2900
0,600,0,5000,4530,2900
0,500,0,5000,4535,2900
NA,NA,NA,5000,5515,2900
0,900,0,5000,4520,2895
0,900,0,5000,4525,2895
0,600,0,5000,4530,2895
0,600,0,5000,4535,2895
0,1200,0,5000,4520,2890
0,1000,0,5000,4525,2890
0,700,0,5000,4530,2890
0,500,0,5000,4535,2890
0,800,0,5000,4520,2885
0,400,0,5000,4525,2885
0,1200,0,5000,4530,2885
0,700,0,5000,4535,2885
0,500,0,5000,4520,2880
0,500,0,5000,4525,2880
0,1100,0,5000,4530,2880
0,900,0,5000,4535,2880
NA,NA,NA,5000,5475,2880
0,170,0,5000,4570,2870
0,1400,0,5000,4560,2865
0,1100,0,5000,4565,2865
0,1200,0,5000,4570,2865
0,1100,0,5000,4575,2865
0,500,0,5000,4560,2860
0,800,0,5000,4565,2860
0,700,0,5000,4570,2860
0,700,0,5000,4575,2860
NA,NA,NA,5000,5265,2860
NA,NA,NA,5000,5300,2860
0,1300,0,5000,4570,2855
0,1300,0,5000,4575,2855
0,1100,0,5000,4580,2855
0,1400,0,5000,4585,2855
0,400,0,5000,4590,2855
0,400,0,5000,4595,2855
20,1200,0.02,5000,5230,2855
40,500,0.08,5000,5235,2855
80,1400,0.06,5000,5240,2855
90,1100,0.08,5000,5245,2855
90,1300,0.07,5000,5250,2855
10,220,0.05,5000,5255,2855
10,700,0.01,5000,5260,2855
40,1300,0.03,5000,5265,2855
10,500,0.02,5000,5290,2855
10,1500,0.01,5000,5295,2855
0,1700,0,5000,4570,2850
0,1000,0,5000,4575,2850
0,1400,0,5000,4580,2850
0,1000,0,5000,4585,2850
0,1300,0,5000,4590,2850
0,1400,0,5000,4595,2850
40,1400,0.03,5000,5230,2850
60,1300,0.05,5000,5235,2850
100,1300,0.08,5000,5240,2850
140,800,0.17,5000,5245,2850
70,1100,0.06,5000,5250,2850
60,1300,0.05,5000,5255,2850
20,1400,0.01,5000,5260,2850
40,1300,0.03,5000,5265,2850
10,500,0.02,5000,5290,2850
10,1200,0.01,5000,5295,2850
0,900,0,5000,4560,2845
0,1300,0,5000,4565,2845
0,1000,0,5000,4570,2845
0,1100,0,5000,4575,2845
0,900,0,5000,4580,2845
0,500,0,5000,4585,2845
0,1000,0,5000,4590,2845
0,1100,0,5000,4595,2845
30,1500,0.02,5000,5250,2845
30,800,0.04,5000,5255,2845
10,2200,0,5000,5300,2845
10,600,0.02,5000,5305,2845
0,1400,0,5000,4560,2840
0,1000,0,5000,4565,2840
0,900,0,5000,4570,2840
0,1600,0,5000,4575,2840
0,1700,0,5000,4580,2840
0,1200,0,5000,4585,2840
0,400,0,5000,4590,2840
0,900,0,5000,4595,2840
40,1500,0.03,5000,5250,2840
10,2100,0,5000,5255,2840
10,1700,0.01,5000,5300,2840
10,1100,0.01,5000,5305,2840
30,4000,0.01,5000,5310,2835
20,2000,0.01,5000,5315,2835
0,250,0,5000,5450,2835
0,900,0,5000,5455,2835
0,1400,0,5000,5460,2835
0,1500,0,5000,5465,2835
0,1000,0,5000,5470,2835
0,1800,0,5000,5475,2835
10,600,0.02,5000,5310,2830
NA,NA,NA,5000,5315,2830
0,220,0,5000,5450,2830
0,400,0,5000,5455,2830
0,500,0,5000,5460,2830
0,1600,0,5000,5465,2830
0,1300,0,5000,5470,2830
0,1600,0,5000,5475,2830
0,1000,0,5000,5460,2825
0,600,0,5000,5465,2825
0,110,0,5000,5460,2820
0,500,0,5000,5465,2820
0,400,0,5000,5440,2815
0,300,0,5000,5445,2815
0,180,0,5000,5460,2815
0,600,0,5000,5465,2815
0,500,0,5000,5470,2815
0,900,0,5000,5475,2815
0,40,0,5000,5520,2815
0,100,0,5000,5525,2815
0,700,0,5000,5440,2810
0,500,0,5000,5445,2810
0,1700,0,5000,5460,2810
0,1000,0,5000,5465,2810
0,1800,0,5000,5470,2810
0,2000,0,5000,5475,2810
0,500,0,5000,5520,2810
0,1600,0,5000,5525,2810
0,1600,0,5000,5440,2805
0,400,0,5000,5445,2805
0,400,0,5000,5450,2805
0,1500,0,5000,5455,2805
0,1400,0,5000,5460,2805
0,500,0,5000,5465,2805
0,1600,0,5000,5470,2805
0,800,0,5000,5475,2805
0,600,0,5000,5520,2805
0,600,0,5000,5525,2805
0,120,0,5000,5530,2805
0,1400,0,5000,5440,2800
0,400,0,5000,5445,2800
0,300,0,5000,5450,2800
0,300,0,5000,5455,2800
0,700,0,5000,5460,2800
0,300,0,5000,5465,2800
0,2100,0,5000,5470,2800
0,1600,0,5000,5475,2800
0,250,0,5000,5520,2800
0,400,0,5000,5525,2800
0,100,0,5000,5530,2800
0,500,0,5000,5535,2800
0,1300,0,5000,4260,2795
0,1400,0,5000,4265,2795
0,1300,0,5000,4280,2795
0,1100,0,5000,4285,2795
0,1100,0,5000,4290,2795
0,800,0,5000,4295,2795
0,1800,0,5000,4300,2795
0,1600,0,5000,4305,2795
0,1500,0,5000,4310,2795
0,1300,0,5000,4315,2795
10,2000,0,5000,5300,2795
10,1300,0.01,5000,5305,2795
0,1900,0,5000,5310,2795
0,2100,0,5000,5315,2795
0,1200,0,5000,4260,2790
0,1000,0,5000,4265,2790
0,1500,0,5000,4280,2790
0,1400,0,5000,4285,2790
0,1100,0,5000,4290,2790
0,1700,0,5000,4295,2790
0,2400,0,5000,4300,2790
0,1900,0,5000,4305,2790
0,1400,0,5000,4310,2790
0,1700,0,5000,4315,2790
0,1800,0,5000,5300,2790
0,2300,0,5000,5305,2790
10,2000,0,5000,5310,2790
10,1600,0.01,5000,5315,2790
0,500,0,5000,4250,2785
0,1200,0,5000,4255,2785
0,1300,0,5000,4270,2785
0,600,0,5000,4275,2785
0,1200,0,5000,4280,2785
0,1300,0,5000,4285,2785
0,1000,0,5000,4290,2785
0,2200,0,5000,4295,2785
0,700,0,5000,4300,2785
0,1400,0,5000,4305,2785
0,2100,0,5000,4310,2785
0,1300,0,5000,4315,2785
0,1500,0,5000,5330,2785
10,1500,0.01,5000,5335,2785
0,400,0,5000,4250,2780
0,1100,0,5000,4255,2780
0,1800,0,5000,4270,2780
0,1300,0,5000,4275,2780
0,1400,0,5000,4280,2780
0,2700,0,5000,4285,2780
0,1400,0,5000,4290,2780
0,1700,0,5000,4295,2780
0,900,0,5000,4300,2780
0,1400,0,5000,4305,2780
0,1500,0,5000,4310,2780
0,900,0,5000,4315,2780
10,2500,0,5000,5330,2780
0,1100,0,5000,4240,2775
0,800,0,5000,4245,2775
0,2200,0,5000,4280,2775
0,1000,0,5000,4285,2775
0,1800,0,5000,4290,2775
0,1500,0,5000,4295,2775
0,1100,0,5000,4300,2775
0,1000,0,5000,4305,2775
0,1100,0,5000,4310,2775
0,1600,0,5000,4315,2775
0,2400,0,5000,5280,2775
20,1200,0.02,5000,5285,2775
10,900,0.01,5000,5300,2775
30,2200,0.01,5000,5305,2775
10,1400,0.01,5000,5310,2775
0,1500,0,5000,5315,2775
0,900,0,5000,4240,2770
0,1300,0,5000,4245,2770
0,1500,0,5000,4280,2770
0,1000,0,5000,4285,2770
0,1000,0,5000,4290,2770
0,500,0,5000,4295,2770
0,1300,0,5000,4300,2770
0,700,0,5000,4305,2770
0,1800,0,5000,4310,2770
0,2100,0,5000,4315,2770
10,2600,0,5000,5280,2770
20,1600,0.01,5000,5285,2770
10,3000,0,5000,5300,2770
30,1900,0.02,5000,5305,2770
10,1200,0.01,5000,5310,2770
10,1300,0.01,5000,5315,2770
0,500,0,5000,4240,2765
0,1300,0,5000,4245,2765
0,800,0,5000,4250,2765
0,900,0,5000,4255,2765
0,1000,0,5000,4260,2765
0,600,0,5000,4265,2765
0,1600,0,5000,4270,2765
0,2400,0,5000,4275,2765
0,1100,0,5000,4280,2765
0,1600,0,5000,4285,2765
0,1800,0,5000,4290,2765
0,1400,0,5000,4295,2765
0,1200,0,5000,4300,2765
0,1900,0,5000,4305,2765
0,1300,0,5000,4310,2765
0,1200,0,5000,4315,2765
10,800,0.01,5000,5280,2765
100,1000,0.1,5000,5285,2765
10,1000,0.01,5000,5290,2765
0,1000,0,5000,5295,2765
10,2100,0,5000,5300,2765
0,1800,0,5000,5305,2765
0,900,0,5000,4240,2760
0,1000,0,5000,4245,2760
0,1400,0,5000,4250,2760
0,1000,0,5000,4255,2760
0,1600,0,5000,4260,2760
0,1400,0,5000,4265,2760
0,1500,0,5000,4270,2760
0,700,0,5000,4275,2760
0,1300,0,5000,4280,2760
0,2700,0,5000,4285,2760
0,1600,0,5000,4290,2760
0,1000,0,5000,4295,2760
0,2200,0,5000,4300,2760
0,1600,0,5000,4305,2760
0,1600,0,5000,4310,2760
0,2000,0,5000,4315,2760
10,1500,0.01,5000,5280,2760
10,1200,0.01,5000,5285,2760
10,2000,0,5000,5290,2760
20,1200,0.02,5000,5295,2760
0,700,0,5000,5300,2760
10,2200,0,5000,5305,2760
0,1300,0,5000,4320,2755
0,700,0,5000,4325,2755
0,1400,0,5000,4330,2755
0,1800,0,5000,4335,2755
0,1200,0,5000,4340,2755
0,1900,0,5000,4345,2755
0,1400,0,5000,4350,2755
0,1100,0,5000,4355,2755
10,1400,0.01,5000,5280,2755
20,1400,0.01,5000,5285,2755
10,1400,0.01,5000,5290,2755
10,1500,0.01,5000,5295,2755
0,700,0,5000,4320,2750
0,1500,0,5000,4325,2750
0,1600,0,5000,4330,2750
0,1400,0,5000,4335,2750
0,1800,0,5000,4340,2750
0,1600,0,5000,4345,2750
0,1700,0,5000,4350,2750
0,1500,0,5000,4355,2750
10,2700,0,5000,5280,2750
20,1700,0.01,5000,5285,2750
20,1700,0.01,5000,5290,2750
20,1300,0.02,5000,5295,2750
0,800,0,5000,4320,2745
0,1600,0,5000,4325,2745
0,1900,0,5000,4330,2745
0,1700,0,5000,4335,2745
0,1900,0,5000,4340,2745
0,2100,0,5000,4345,2745
0,1900,0,5000,4350,2745
0,1900,0,5000,4355,2745
0,1400,0,5000,4320,2740
0,1900,0,5000,4325,2740
0,1600,0,5000,4330,2740
0,1900,0,5000,4335,2740
0,1700,0,5000,4340,2740
0,1300,0,5000,4345,2740
0,1800,0,5000,4350,2740
0,1500,0,5000,4355,2740
0,900,0,5000,4320,2735
0,900,0,5000,4325,2735
0,1400,0,5000,4340,2735
0,1400,0,5000,4345,2735
0,1700,0,5000,4350,2735
0,1300,0,5000,4355,2735
0,1200,0,5000,4320,2730
0,1100,0,5000,4325,2730
0,1800,0,5000,4340,2730
0,1400,0,5000,4345,2730
0,500,0,5000,4350,2730
0,1100,0,5000,4355,2730
0,1600,0,5000,4320,2725
0,800,0,5000,4325,2725
0,1300,0,5000,4330,2725
0,1200,0,5000,4335,2725
0,1400,0,5000,4340,2725
0,2100,0,5000,4345,2725
0,800,0,5000,4350,2725
0,1300,0,5000,4355,2725
0,1300,0,5000,4320,2720
0,1200,0,5000,4325,2720
0,1200,0,5000,4330,2720
0,1700,0,5000,4335,2720
0,1200,0,5000,4340,2720
0,1800,0,5000,4345,2720
0,2500,0,5000,4350,2720
0,800,0,5000,4355,2720
0,1500,0,5000,3840,2715
0,1400,0,5000,3845,2715
0,1100,0,5000,4200,2715
0,700,0,5000,4205,2715
0,700,0,5000,4210,2715
0,1500,0,5000,4215,2715
0,2100,0,5000,4220,2715
0,1600,0,5000,4225,2715
0,2300,0,5000,4230,2715
0,900,0,5000,4235,2715
0,1500,0,5000,4240,2715
0,2000,0,5000,4245,2715
0,1400,0,5000,4250,2715
0,1200,0,5000,4255,2715
0,2100,0,5000,4260,2715
0,1100,0,5000,4265,2715
0,700,0,5000,4270,2715
0,900,0,5000,4330,2715
0,1600,0,5000,4335,2715
0,2000,0,5000,4340,2715
0,500,0,5000,4345,2715
0,2500,0,5000,3840,2710
0,3000,0,5000,3845,2710
0,1200,0,5000,4200,2710
0,1600,0,5000,4205,2710
0,1400,0,5000,4210,2710
0,900,0,5000,4215,2710
0,800,0,5000,4220,2710
0,800,0,5000,4225,2710
0,1800,0,5000,4230,2710
0,800,0,5000,4235,2710
0,1700,0,5000,4240,2710
0,1300,0,5000,4245,2710
0,1300,0,5000,4250,2710
0,1500,0,5000,4255,2710
0,1100,0,5000,4260,2710
0,2400,0,5000,4265,2710
0,1900,0,5000,4270,2710
0,270,0,5000,4275,2710
0,1800,0,5000,4335,2710
0,1900,0,5000,4340,2710
0,1300,0,5000,4345,2710
0,500,0,5000,4200,2705
0,1000,0,5000,4205,2705
0,600,0,5000,4220,2705
0,240,0,5000,4225,2705
0,1600,0,5000,4230,2705
0,1600,0,5000,4235,2705
0,1400,0,5000,4240,2705
0,1100,0,5000,4245,2705
0,1900,0,5000,4250,2705
0,1400,0,5000,4255,2705
0,1200,0,5000,4260,2705
0,1700,0,5000,4265,2705
0,1600,0,5000,4270,2705
0,1400,0,5000,4275,2705
0,2600,0,5000,4340,2705
0,1200,0,5000,4345,2705
0,1100,0,5000,4350,2705
10,1600,0.01,5000,5250,2705
10,2100,0,5000,5255,2705
10,1200,0.01,5000,5260,2705
10,800,0.01,5000,5265,2705
0,600,0,5000,5320,2705
0,800,0,5000,5325,2705
0,300,0,5000,5330,2705
0,1700,0,5000,5335,2705
0,1100,0,5000,4200,2700
0,600,0,5000,4205,2700
0,1200,0,5000,4220,2700
0,1100,0,5000,4225,2700
0,500,0,5000,4230,2700
0,1100,0,5000,4235,2700
0,1600,0,5000,4240,2700
0,1600,0,5000,4245,2700
0,1600,0,5000,4250,2700
0,900,0,5000,4255,2700
0,1300,0,5000,4260,2700
0,900,0,5000,4265,2700
0,500,0,5000,4270,2700
0,900,0,5000,4275,2700
0,1700,0,5000,4340,2700
0,1900,0,5000,5250,2700
0,1800,0,5000,5255,2700
20,2000,0.01,5000,5260,2700
30,3000,0.01,5000,5265,2700
0,800,0,5000,5320,2700
0,270,0,5000,5325,2700
0,600,0,5000,5330,2700
0,200,0,5000,5335,2700
0,1600,0,5000,4220,2695
0,1000,0,5000,4225,2695
0,1100,0,5000,4230,2695
0,800,0,5000,4235,2695
0,700,0,5000,4240,2695
0,2100,0,5000,4245,2695
0,1400,0,5000,4250,2695
0,1500,0,5000,4255,2695
0,1200,0,5000,4260,2695
0,1000,0,5000,4265,2695
0,1100,0,5000,4270,2695
0,1400,0,5000,4275,2695
0,1600,0,5000,5260,2695
10,2100,0,5000,5265,2695
10,2700,0,5000,5270,2695
NA,NA,NA,5000,5275,2695
0,1500,0,5000,4220,2690
0,1600,0,5000,4225,2690
0,800,0,5000,4230,2690
0,2300,0,5000,4235,2690
0,500,0,5000,4240,2690
0,1300,0,5000,4245,2690
0,1500,0,5000,4250,2690
0,1300,0,5000,4255,2690
0,2100,0,5000,4260,2690
0,1700,0,5000,4265,2690
0,1500,0,5000,4270,2690
0,2000,0,5000,4275,2690
20,1400,0.01,5000,5260,2690
30,2000,0.01,5000,5265,2690
10,3000,0,5000,5270,2690
10,1400,0.01,5000,5275,2690
0,1400,0,5000,4040,2685
0,1900,0,5000,4045,2685
0,1500,0,5000,4050,2685
0,900,0,5000,4055,2685
0,900,0,5000,4070,2685
0,1500,0,5000,4075,2685
0,1400,0,5000,4200,2685
0,1100,0,5000,4205,2685
0,260,0,5000,4210,2685
0,300,0,5000,4215,2685
0,2300,0,5000,4220,2685
0,1100,0,5000,4225,2685
0,1400,0,5000,4230,2685
0,1300,0,5000,4235,2685
0,500,0,5000,4240,2685
0,500,0,5000,4245,2685
0,1100,0,5000,4250,2685
0,1200,0,5000,4255,2685
0,800,0,5000,4260,2685
0,900,0,5000,4265,2685
0,400,0,5000,4270,2685
0,1300,0,5000,4275,2685
10,1600,0.01,5000,5270,2685
10,2200,0,5000,5275,2685
0,1900,0,5000,4045,2680
0,1800,0,5000,4050,2680
0,1800,0,5000,4055,2680
0,1300,0,5000,4070,2680
0,1700,0,5000,4075,2680
0,1000,0,5000,4200,2680
0,1400,0,5000,4205,2680
0,700,0,5000,4210,2680
0,210,0,5000,4215,2680
0,800,0,5000,4225,2680
0,600,0,5000,4230,2680
0,1000,0,5000,4235,2680
0,1600,0,5000,4240,2680
0,1300,0,5000,4245,2680
0,900,0,5000,4250,2680
0,2100,0,5000,4255,2680
0,400,0,5000,4260,2680
10,3000,0,5000,5270,2680
30,1600,0.02,5000,5275,2680
0,2200,0,5000,4050,2675
0,800,0,5000,4055,2675
0,1800,0,5000,4060,2675
0,1300,0,5000,4065,2675
0,1800,0,5000,4070,2675
0,1100,0,5000,4075,2675
0,900,0,5000,4080,2675
0,1800,0,5000,4085,2675
0,900,0,5000,4120,2675
0,1700,0,5000,4125,2675
0,900,0,5000,4130,2675
0,800,0,5000,4135,2675
0,1600,0,5000,4140,2675
0,2800,0,5000,4145,2675
0,1100,0,5000,4150,2675
0,1700,0,5000,4155,2675
0,1000,0,5000,4240,2675
0,2800,0,5000,4245,2675
0,700,0,5000,4255,2675
0,1000,0,5000,4270,2675
0,2300,0,5000,4275,2675
0,1300,0,5000,4050,2670
0,2000,0,5000,4055,2670
0,1800,0,5000,4060,2670
0,1100,0,5000,4065,2670
0,1300,0,5000,4070,2670
0,800,0,5000,4075,2670
0,1500,0,5000,4080,2670
0,1700,0,5000,4085,2670
0,2000,0,5000,4115,2670
0,800,0,5000,4120,2670
0,1200,0,5000,4125,2670
0,1100,0,5000,4130,2670
0,2000,0,5000,4135,2670
0,1000,0,5000,4140,2670
0,1400,0,5000,4145,2670
0,1300,0,5000,4150,2670
0,1100,0,5000,4155,2670
0,700,0,5000,4240,2670
0,1600,0,5000,4245,2670
0,1100,0,5000,4255,2670
0,1200,0,5000,4275,2670
0,1600,0,5000,4050,2665
0,900,0,5000,4055,2665
0,1600,0,5000,4060,2665
0,1300,0,5000,4065,2665
0,1200,0,5000,4070,2665
0,1000,0,5000,4075,2665
0,900,0,5000,4080,2665
0,1100,0,5000,4085,2665
0,800,0,5000,4090,2665
0,900,0,5000,4095,2665
0,600,0,5000,4100,2665
0,280,0,5000,4105,2665
0,1900,0,5000,4110,2665
0,1300,0,5000,4115,2665
0,1800,0,5000,4120,2665
0,1600,0,5000,4125,2665
0,1500,0,5000,4130,2665
0,2100,0,5000,4135,2665
0,2000,0,5000,4140,2665
0,1700,0,5000,4145,2665
0,1700,0,5000,4150,2665
0,2000,0,5000,4155,2665
0,900,0,5000,4245,2665
0,1000,0,5000,4250,2665
0,500,0,5000,4255,2665
0,220,0,5000,4260,2665
0,800,0,5000,4265,2665
0,220,0,5000,4270,2665
0,100,0,5000,5840,2665
0,1300,0,5000,4050,2660
0,900,0,5000,4055,2660
0,1300,0,5000,4060,2660
0,1300,0,5000,4065,2660
0,1600,0,5000,4070,2660
0,1100,0,5000,4075,2660
0,900,0,5000,4080,2660
0,1200,0,5000,4085,2660
0,1100,0,5000,4090,2660
0,500,0,5000,4095,2660
0,400,0,5000,4100,2660
0,400,0,5000,4105,2660
0,1800,0,5000,4110,2660
0,2500,0,5000,4115,2660
0,1100,0,5000,4120,2660
0,800,0,5000,4125,2660
0,1000,0,5000,4130,2660
0,1300,0,5000,4135,2660
0,1500,0,5000,4140,2660
0,1100,0,5000,4145,2660
0,2600,0,5000,4150,2660
0,1500,0,5000,4155,2660
0,500,0,5000,4245,2660
0,300,0,5000,4250,2660
0,500,0,5000,4270,2660
0,500,0,5000,4275,2660
0,500,0,5000,5840,2660
0,1000,0,5000,4050,2655
0,1300,0,5000,4055,2655
0,1800,0,5000,4060,2655
0,1800,0,5000,4065,2655
0,500,0,5000,4080,2655
0,120,0,5000,4085,2655
0,2400,0,5000,4100,2655
0,1300,0,5000,4105,2655
0,2000,0,5000,4110,2655
0,1800,0,5000,4115,2655
0,300,0,5000,4130,2655
0,1500,0,5000,4135,2655
0,2500,0,5000,4140,2655
0,1700,0,5000,4145,2655
0,1300,0,5000,4150,2655
0,500,0,5000,4155,2655
0,700,0,5000,4250,2655
0,700,0,5000,4050,2650
0,1500,0,5000,4055,2650
0,1000,0,5000,4060,2650
0,1000,0,5000,4065,2650
0,120,0,5000,4080,2650
0,600,0,5000,4100,2650
0,2100,0,5000,4105,2650
0,1200,0,5000,4110,2650
0,2400,0,5000,4115,2650
0,900,0,5000,4130,2650
0,2000,0,5000,4135,2650
0,1500,0,5000,4140,2650
0,2200,0,5000,4145,2650
0,1000,0,5000,4150,2650
0,1400,0,5000,4155,2650
0,180,0,5000,4250,2650
0,400,0,5000,4255,2650
0,500,0,5000,4060,2645
0,700,0,5000,4090,2645
0,1400,0,5000,4095,2645
0,1400,0,5000,4100,2645
0,1300,0,5000,4105,2645
0,1200,0,5000,4110,2645
0,1200,0,5000,4115,2645
0,1600,0,5000,4120,2645
0,900,0,5000,4125,2645
0,1500,0,5000,4130,2645
0,1100,0,5000,4135,2645
0,2300,0,5000,4140,2645
0,2200,0,5000,4145,2645
0,500,0,5000,4150,2645
0,1100,0,5000,4155,2645
0,600,0,5000,4255,2645
0,1500,0,5000,4060,2640
0,1100,0,5000,4065,2640
0,1300,0,5000,4090,2640
0,2200,0,5000,4095,2640
0,1500,0,5000,4100,2640
0,2200,0,5000,4105,2640
0,1800,0,5000,4110,2640
0,1300,0,5000,4115,2640
0,1600,0,5000,4120,2640
0,3000,0,5000,4125,2640
0,1800,0,5000,4130,2640
0,2700,0,5000,4135,2640
0,1800,0,5000,4140,2640
0,2100,0,5000,4145,2640
0,1100,0,5000,4150,2640
0,400,0,5000,4255,2640
0,900,0,5000,3840,2635
0,1500,0,5000,3845,2635
0,2600,0,5000,3860,2635
0,1700,0,5000,3865,2635
0,1800,0,5000,3870,2635
0,2000,0,5000,3875,2635
0,290,0,5000,4050,2635
0,1300,0,5000,4055,2635
0,1700,0,5000,4080,2635
0,2000,0,5000,4085,2635
0,1800,0,5000,4090,2635
0,800,0,5000,4095,2635
0,800,0,5000,4100,2635
0,2900,0,5000,4105,2635
0,1600,0,5000,4110,2635
0,800,0,5000,4115,2635
0,2000,0,5000,4120,2635
0,1600,0,5000,4125,2635
0,1400,0,5000,4130,2635
0,1000,0,5000,4135,2635
0,2800,0,5000,4140,2635
0,2300,0,5000,4145,2635
0,200,0,5000,4150,2635
0,2800,0,5000,4155,2635
0,600,0,5000,4160,2635
0,250,0,5000,4220,2635
0,160,0,5000,4225,2635
0,500,0,5000,4265,2635
0,600,0,5000,4280,2635
0,1000,0,5000,4285,2635
0,240,0,5000,4310,2635
0,4000,0,5000,3840,2630
0,1200,0,5000,3845,2630
0,4000,0,5000,3860,2630
0,1500,0,5000,3865,2630
0,2300,0,5000,3870,2630
0,1200,0,5000,3875,2630
