"UAAXK0000_ORG","UAA","res","x","y"
0,800,10000,4110,2680
700,4000,10000,4150,2680
600,5000,10000,4180,2680
700,6000,10000,4190,2680
400,5000,10000,4200,2680
220,1500,10000,4210,2680
900,4000,10000,4220,2680
800,4000,10000,4230,2680
700,4000,10000,4240,2680
700,5000,10000,4250,2680
600,2600,10000,4280,2680
700,5000,10000,4290,2680
220,2400,10000,4420,2680
900,5000,10000,4430,2680
800,7000,10000,4460,2680
NA,NA,10000,4470,2680
3000,5000,10000,4500,2680
2700,4000,10000,4510,2680
1800,2500,10000,4530,2680
1000,2400,10000,4540,2680
1400,2000,10000,4550,2680
1000,3000,10000,4560,2680
1900,4000,10000,4640,2680
1000,2000,10000,4650,2680
1300,3000,10000,4660,2680
1100,4000,10000,4670,2680
500,4000,10000,4680,2680
300,600,10000,4690,2680
500,1700,10000,4700,2680
600,2400,10000,4710,2680
220,1600,10000,4720,2680
500,2000,10000,4730,2680
500,3000,10000,4740,2680
600,4000,10000,4750,2680
700,4000,10000,4760,2680
260,4000,10000,4770,2680
500,5000,10000,4780,2680
2100,6000,10000,4790,2680
900,7000,10000,4160,2670
800,6000,10000,4170,2670
200,4000,10000,4200,2670
1300,8000,10000,4210,2670
700,4000,10000,4220,2670
190,3000,10000,4230,2670
800,2900,10000,4260,2670
600,2500,10000,4420,2670
600,2100,10000,4430,2670
220,5000,10000,4460,2670
1600,2000,10000,4580,2670
1500,2300,10000,4590,2670
2600,3000,10000,4610,2670
900,1800,10000,4620,2670
600,900,10000,4660,2670
1300,2900,10000,4670,2670
500,1100,10000,4680,2670
500,1000,10000,4690,2670
900,4000,10000,4700,2670
800,2900,10000,4710,2670
400,2700,10000,4720,2670
300,1400,10000,4730,2670
300,2400,10000,4740,2670
300,4000,10000,4770,2670
1800,9000,10000,5220,2670
800,7000,10000,5230,2670
600,7000,10000,4160,2660
700,8000,10000,4170,2660
800,5000,10000,4200,2660
900,4000,10000,4210,2660
260,1400,10000,4240,2660
400,1800,10000,4250,2660
600,2200,10000,4420,2660
1400,5000,10000,4430,2660
1100,2900,10000,4590,2660
500,600,10000,4600,2660
700,1000,10000,4610,2660
600,900,10000,4630,2660
900,1900,10000,4640,2660
1400,2300,10000,4660,2660
300,1300,10000,4670,2660
1800,4000,10000,4680,2660
1200,2400,10000,4690,2660
700,2300,10000,4700,2660
300,2100,10000,4710,2660
270,4000,10000,4720,2660
100,3000,10000,4730,2660
400,4000,10000,4740,2660
400,4000,10000,4760,2660
290,9000,10000,5220,2660
800,6000,10000,5230,2660
1400,8000,10000,3480,2650
900,6000,10000,3490,2650
2100,6000,10000,4100,2650
1100,7000,10000,4110,2650
400,8000,10000,4140,2650
600,7000,10000,4170,2650
300,2300,10000,4190,2650
300,800,10000,4240,2650
500,1200,10000,4250,2650
280,1600,10000,4270,2650
400,2700,10000,4280,2650
300,1200,10000,4290,2650
500,1600,10000,4420,2650
500,1600,10000,4430,2650
NA,NA,10000,4620,2650
700,1400,10000,4630,2650
1100,2400,10000,4640,2650
700,2000,10000,4650,2650
1300,2600,10000,4660,2650
NA,NA,10000,4670,2650
500,4000,10000,4680,2650
500,4000,10000,4690,2650
210,3000,10000,4720,2650
190,4000,10000,4730,2650
100,4000,10000,4740,2650
400,5000,10000,4750,2650
400,5000,10000,4760,2650
500,3000,10000,4770,2650
60,3000,10000,4780,2650
600,2900,10000,4790,2650
400,7000,10000,3480,2640
500,8000,10000,3490,2640
500,6000,10000,4100,2640
600,5000,10000,4110,2640
700,8000,10000,4140,2640
700,3000,10000,4150,2640
NA,NA,10000,4170,2640
500,800,10000,4240,2640
500,900,10000,4250,2640
300,3000,10000,4280,2640
900,1600,10000,4290,2640
280,4000,10000,4420,2640
300,3000,10000,4430,2640
1000,2300,10000,4620,2640
1000,2900,10000,4630,2640
500,2000,10000,4640,2640
700,4000,10000,4650,2640
500,900,10000,4670,2640
700,5000,10000,4680,2640
210,2300,10000,4690,2640
220,5000,10000,4720,2640
120,2900,10000,4730,2640
300,4000,10000,4740,2640
160,5000,10000,4750,2640
180,4000,10000,4760,2640
220,5000,10000,4770,2640
100,5000,10000,4780,2640
90,4000,10000,4790,2640
NA,NA,10000,3430,2630
0,4000,10000,4040,2630
500,4000,10000,4050,2630
700,8000,10000,4100,2630
700,5000,10000,4110,2630
400,6000,10000,4120,2630
300,4000,10000,4130,2630
200,8000,10000,4140,2630
400,1000,10000,4190,2630
600,1700,10000,4270,2630
1900,2900,10000,4280,2630
1000,1000,10000,4290,2630
500,3000,10000,4410,2630
250,6000,10000,4460,2630
160,2300,10000,4470,2630
300,1700,10000,4520,2630
500,3000,10000,4530,2630
300,2500,10000,4540,2630
400,2100,10000,4550,2630
900,2500,10000,4620,2630
1800,5000,10000,4630,2630
700,5000,10000,4640,2630
1100,5000,10000,4650,2630
1000,3000,10000,4660,2630
700,4000,10000,4680,2630
800,5000,10000,4690,2630
400,4000,10000,4720,2630
300,3000,10000,4730,2630
400,4000,10000,4740,2630
260,4000,10000,4750,2630
300,4000,10000,4760,2630
60,6000,10000,4770,2630
700,2300,10000,4040,2620
1000,6000,10000,4050,2620
260,3000,10000,4130,2620
700,1200,10000,4260,2620
2100,4000,10000,4270,2620
500,500,10000,4280,2620
220,220,10000,4290,2620
90,1300,10000,4400,2620
170,2200,10000,4410,2620
280,2900,10000,4460,2620
130,1000,10000,4470,2620
300,1500,10000,4520,2620
400,1200,10000,4540,2620
230,1300,10000,4620,2620
500,2200,10000,4630,2620
800,3000,10000,4640,2620
800,5000,10000,4650,2620
800,5000,10000,4660,2620
500,3000,10000,4670,2620
400,3000,10000,4680,2620
500,2400,10000,4690,2620
140,1700,10000,4720,2620
150,1300,10000,4730,2620
200,1900,10000,4740,2620
300,2900,10000,4750,2620
250,6000,10000,4760,2620
200,4000,10000,4770,2620
800,7000,10000,4080,2610
400,3000,10000,4090,2610
800,2200,10000,4100,2610
1100,1700,10000,4280,2610
400,3000,10000,4410,2610
200,2800,10000,4420,2610
300,4000,10000,4430,2610
400,2900,10000,4460,2610
400,700,10000,4550,2610
500,2100,10000,4680,2610
300,2500,10000,4690,2610
300,2900,10000,4700,2610
270,2000,10000,4710,2610
150,800,10000,4720,2610
130,1300,10000,4740,2610
260,7000,10000,4750,2610
300,2200,10000,4080,2600
0,700,10000,4090,2600
800,800,10000,4260,2600
1000,1000,10000,4290,2600
500,700,10000,4310,2600
40,1600,10000,4400,2600
220,4000,10000,4420,2600
400,5000,10000,4430,2600
250,4000,10000,4460,2600
400,1200,10000,4540,2600
500,1200,10000,4550,2600
260,600,10000,4680,2600
270,700,10000,4690,2600
180,1800,10000,4700,2600
200,3000,10000,4710,2600
300,2100,10000,4720,2600
400,2200,10000,4730,2600
200,3000,10000,4740,2600
140,4000,10000,4750,2600
70,3000,10000,4400,2590
120,2500,10000,4640,2590
140,1100,10000,4650,2590
160,3000,10000,4700,2590
120,2600,10000,4710,2590
400,2800,10000,4720,2590
150,2900,10000,4730,2590
270,4000,10000,4740,2590
110,2900,10000,4750,2590
0,6000,10000,5040,2590
10,2600,10000,5260,2590
270,290,10000,4210,2580
400,2300,10000,4410,2580
140,1500,10000,4640,2580
130,3000,10000,4650,2580
260,2900,10000,4700,2580
130,4000,10000,4710,2580
190,3000,10000,4720,2580
300,4000,10000,4730,2580
260,5000,10000,4740,2580
150,4000,10000,4750,2580
300,800,10000,4140,2570
400,1800,10000,4150,2570
220,4000,10000,4680,2570
290,2700,10000,4690,2570
400,2200,10000,4700,2570
250,1600,10000,4710,2570
260,2500,10000,4720,2570
400,4000,10000,4730,2570
300,4000,10000,4740,2570
140,3000,10000,4750,2570
0,50,10000,1100,2560
270,900,10000,4150,2560
400,4000,10000,4400,2560
100,1000,10000,4410,2560
130,2100,10000,4680,2560
60,2000,10000,4690,2560
170,1900,10000,4700,2560
210,1800,10000,4710,2560
210,2000,10000,4720,2560
400,2600,10000,4730,2560
500,2900,10000,4740,2560
250,3000,10000,4750,2560
700,4000,10000,4370,2550
400,5000,10000,4560,2550
500,5000,10000,4570,2550
500,6000,10000,4580,2550
200,2000,10000,4590,2550
260,1100,10000,4620,2550
300,2100,10000,4630,2550
300,2800,10000,4640,2550
500,3000,10000,4650,2550
220,2400,10000,4720,2550
110,2700,10000,4730,2550
900,4000,10000,4880,2550
700,8000,10000,4890,2550
280,2900,10000,4370,2540
400,7000,10000,4560,2540
400,6000,10000,4570,2540
500,5000,10000,4580,2540
300,4000,10000,4590,2540
190,800,10000,4620,2540
270,1800,10000,4630,2540
160,2300,10000,4640,2540
500,2000,10000,4650,2540
80,3000,10000,4720,2540
90,5000,10000,4730,2540
500,1200,10000,4880,2540
150,800,10000,4890,2540
500,5000,10000,3540,2530
800,5000,10000,3550,2530
1100,7000,10000,3880,2530
800,6000,10000,3890,2530
240,1200,10000,4380,2530
400,1700,10000,4390,2530
400,7000,10000,4480,2530
120,6000,10000,4500,2530
400,6000,10000,4510,2530
300,7000,10000,4540,2530
120,6000,10000,4550,2530
120,1100,10000,4600,2530
290,2400,10000,4610,2530
400,4000,10000,4620,2530
260,700,10000,4630,2530
400,1800,10000,4660,2530
400,1600,10000,4670,2530
500,3000,10000,4980,2530
1400,30000,10000,4990,2530
500,7000,10000,3540,2520
700,5000,10000,3550,2520
1100,7000,10000,3880,2520
500,5000,10000,3890,2520
90,500,10000,4380,2520
400,4000,10000,4390,2520
60,2800,10000,4480,2520
400,4000,10000,4490,2520
600,8000,10000,4500,2520
110,8000,10000,4510,2520
160,7000,10000,4540,2520
150,7000,10000,4550,2520
180,600,10000,4600,2520
500,1500,10000,4610,2520
190,1700,10000,4620,2520
1200,2000,10000,4630,2520
600,2800,10000,4660,2520
700,2900,10000,4670,2520
900,8000,10000,4980,2520
800,5000,10000,4990,2520
700,3000,10000,3480,2510
700,4000,10000,3490,2510
200,6000,10000,3640,2510
260,6000,10000,3650,2510
500,7000,10000,3880,2510
800,7000,10000,3890,2510
1200,5000,10000,3900,2510
150,2300,10000,3910,2510
100,1200,10000,4280,2510
400,2800,10000,4290,2510
290,4000,10000,4440,2510
180,3000,10000,4450,2510
400,7000,10000,4460,2510
500,8000,10000,4470,2510
170,6000,10000,4480,2510
150,6000,10000,4500,2510
220,7000,10000,4510,2510
230,1800,10000,4610,2510
500,2000,10000,4720,2510
400,3000,10000,4730,2510
NA,NA,10000,4900,2510
110,1400,10000,4910,2510
500,7000,10000,4960,2510
290,7000,10000,4970,2510
900,4000,10000,3480,2500
1100,3000,10000,3490,2500
240,5000,10000,3640,2500
220,6000,10000,3650,2500
900,5000,10000,3880,2500
600,4000,10000,3890,2500
1800,5000,10000,3900,2500
260,4000,10000,3910,2500
100,4000,10000,4280,2500
130,5000,10000,4290,2500
270,7000,10000,4440,2500
400,8000,10000,4450,2500
200,11000,10000,4460,2500
180,7000,10000,4470,2500
130,5000,10000,4480,2500
400,7000,10000,4490,2500
230,5000,10000,4500,2500
170,5000,10000,4510,2500
240,800,10000,4610,2500
140,1900,10000,4720,2500
250,1500,10000,4730,2500
1000,1700,10000,4900,2500
260,4000,10000,4910,2500
400,2700,10000,4960,2500
190,3000,10000,3500,2490
300,2000,10000,3510,2490
400,3000,10000,3900,2490
500,4000,10000,3910,2490
500,6000,10000,4160,2490
500,3000,10000,4170,2490
70,2800,10000,4240,2490
120,2500,10000,4250,2490
800,4000,10000,4260,2490
110,4000,10000,4270,2490
180,1800,10000,4360,2490
400,2300,10000,4370,2490
500,4000,10000,4380,2490
500,4000,10000,4390,2490
700,6000,10000,4400,2490
90,4000,10000,4410,2490
120,2600,10000,4420,2490
70,3000,10000,4430,2490
400,6000,10000,4440,2490
110,8000,10000,4450,2490
800,7000,10000,4460,2490
400,6000,10000,4470,2490
300,5000,10000,4480,2490
210,4000,10000,4490,2490
500,1500,10000,4760,2490
90,900,10000,4770,2490
180,1500,10000,4900,2490
80,1300,10000,4910,2490
80,1200,10000,4920,2490
120,2600,10000,4930,2490
80,2000,10000,4960,2490
400,5000,10000,4970,2490
300,8000,10000,4980,2490
500,4000,10000,3500,2480
700,5000,10000,3510,2480
400,3000,10000,3900,2480
600,5000,10000,3910,2480
260,4000,10000,4160,2480
700,6000,10000,4170,2480
260,4000,10000,4240,2480
300,3000,10000,4260,2480
400,6000,10000,4270,2480
140,3000,10000,4360,2480
240,1800,10000,4370,2480
600,6000,10000,4380,2480
1200,10000,10000,4390,2480
500,7000,10000,4410,2480
1000,8000,10000,4420,2480
140,4000,10000,4430,2480
300,5000,10000,4440,2480
200,6000,10000,4450,2480
400,6000,10000,4460,2480
110,7000,10000,4480,2480
170,2300,10000,4490,2480
500,1500,10000,4760,2480
140,800,10000,4770,2480
800,4000,10000,4910,2480
800,5000,10000,4920,2480
180,1800,10000,4930,2480
170,10000,10000,4960,2480
400,5000,10000,4970,2480
60,5000,10000,4980,2480
600,4000,10000,3500,2470
1000,4000,10000,3530,2470
600,4000,10000,3860,2470
1000,3000,10000,3870,2470
700,4000,10000,3900,2470
400,5000,10000,3910,2470
290,6000,10000,3920,2470
600,4000,10000,3930,2470
500,4000,10000,3960,2470
120,2500,10000,3970,2470
400,6000,10000,4360,2470
260,7000,10000,4370,2470
600,7000,10000,4380,2470
300,5000,10000,4390,2470
500,6000,10000,4400,2470
300,8000,10000,4420,2470
270,5000,10000,4430,2470
400,7000,10000,4440,2470
280,5000,10000,4450,2470
1100,12000,10000,4460,2470
300,8000,10000,4470,2470
300,3000,10000,3500,2460
600,6000,10000,3520,2460
900,5000,10000,3860,2460
400,4000,10000,3870,2460
1700,4000,10000,3900,2460
500,4000,10000,3910,2460
600,5000,10000,3920,2460
500,5000,10000,3930,2460
300,3000,10000,3960,2460
400,1700,10000,3970,2460
300,8000,10000,4360,2460
400,8000,10000,4370,2460
400,9000,10000,4380,2460
210,6000,10000,4390,2460
240,8000,10000,4400,2460
1100,9000,10000,4410,2460
270,7000,10000,4420,2460
150,9000,10000,4430,2460
700,7000,10000,4440,2460
280,3000,10000,4450,2460
500,7000,10000,4460,2460
500,9000,10000,4470,2460
600,5000,10000,3500,2450
1000,6000,10000,3510,2450
800,5000,10000,3520,2450
1000,6000,10000,3530,2450
1100,7000,10000,3540,2450
1300,6000,10000,3550,2450
1900,7000,10000,3560,2450
1300,6000,10000,3570,2450
1100,5000,10000,3580,2450
300,2400,10000,3590,2450
300,2000,10000,3600,2450
270,3000,10000,3610,2450
190,1900,10000,3620,2450
300,2800,10000,3630,2450
400,7000,10000,3820,2450
800,7000,10000,3830,2450
600,4000,10000,3900,2450
400,5000,10000,3920,2450
400,5000,10000,3930,2450
700,5000,10000,3940,2450
500,3000,10000,3950,2450
1400,6000,10000,4240,2450
800,8000,10000,4250,2450
900,8000,10000,4420,2450
700,7000,10000,4430,2450
260,7000,10000,4440,2450
400,8000,10000,4450,2450
700,7000,10000,4460,2450
400,7000,10000,4470,2450
1000,6000,10000,3500,2440
900,5000,10000,3510,2440
1700,7000,10000,3520,2440
800,6000,10000,3530,2440
1000,7000,10000,3540,2440
1300,6000,10000,3550,2440
1300,6000,10000,3560,2440
1600,6000,10000,3570,2440
1900,7000,10000,3580,2440
700,5000,10000,3590,2440
230,2900,10000,3600,2440
230,2700,10000,3610,2440
300,2500,10000,3620,2440
500,2900,10000,3630,2440
700,3000,10000,3820,2440
600,8000,10000,3830,2440
600,5000,10000,3900,2440
700,3000,10000,3910,2440
700,6000,10000,3920,2440
400,6000,10000,3930,2440
900,4000,10000,3940,2440
500,2000,10000,3950,2440
700,7000,10000,4240,2440
400,7000,10000,4250,2440
260,4000,10000,4420,2440
800,8000,10000,4430,2440
700,7000,10000,4440,2440
700,7000,10000,4450,2440
600,10000,10000,4460,2440
300,5000,10000,4470,2440
130,5000,10000,3520,2430
300,5000,10000,3530,2430
1000,7000,10000,3560,2430
1500,8000,10000,3570,2430
800,6000,10000,3580,2430
600,3000,10000,3590,2430
150,1400,10000,3880,2430
800,4000,10000,3890,2430
1500,6000,10000,3920,2430
1300,4000,10000,3930,2430
200,2100,10000,4160,2430
400,6000,10000,4170,2430
2800,10000,10000,4240,2430
900,7000,10000,4260,2430
500,6000,10000,4270,2430
500,9000,10000,4280,2430
800,9000,10000,4290,2430
400,8000,10000,4380,2430
400,6000,10000,4390,2430
400,5000,10000,4440,2430
800,9000,10000,4450,2430
NA,NA,10000,4640,2430
500,5000,10000,3520,2420
160,4000,10000,3530,2420
1400,7000,10000,3560,2420
1000,8000,10000,3570,2420
2200,7000,10000,3580,2420
1000,6000,10000,3590,2420
700,3000,10000,3880,2420
260,1500,10000,3890,2420
1900,5000,10000,3920,2420
400,5000,10000,3930,2420
280,3000,10000,4160,2420
260,4000,10000,4170,2420
800,4000,10000,4240,2420
1300,4000,10000,4250,2420
1700,6000,10000,4260,2420
1100,5000,10000,4270,2420
900,6000,10000,4280,2420
700,6000,10000,4290,2420
200,7000,10000,4380,2420
300,7000,10000,4390,2420
290,8000,10000,4440,2420
290,14000,10000,4450,2420
300,5000,10000,3540,2410
600,5000,10000,3550,2410
1100,7000,10000,3560,2410
900,5000,10000,3570,2410
1000,4000,10000,3580,2410
1200,7000,10000,3590,2410
1100,4000,10000,3600,2410
1300,4000,10000,3610,2410
300,1500,10000,3620,2410
220,1300,10000,3630,2410
190,900,10000,3860,2410
400,2200,10000,3870,2410
600,3000,10000,3900,2410
300,2900,10000,3910,2410
1100,5000,10000,3920,2410
1100,2500,10000,3930,2410
300,1100,10000,3940,2410
1300,2200,10000,3950,2410
NA,NA,10000,3960,2410
800,2300,10000,3970,2410
300,5000,10000,4160,2410
300,5000,10000,4170,2410
50,4000,10000,4180,2410
190,4000,10000,4190,2410
300,5000,10000,4220,2410
600,5000,10000,4230,2410
600,2000,10000,4280,2410
1200,2700,10000,4290,2410
600,2900,10000,4300,2410
1900,7000,10000,4310,2410
1200,5000,10000,4320,2410
800,7000,10000,4330,2410
1100,8000,10000,4340,2410
500,8000,10000,4350,2410
180,5000,10000,4360,2410
260,8000,10000,4370,2410
190,6000,10000,4380,2410
180,4000,10000,4390,2410
400,7000,10000,4400,2410
200,7000,10000,4410,2410
600,15000,10000,4440,2410
500,7000,10000,4450,2410
300,6000,10000,3540,2400
500,6000,10000,3550,2400
900,6000,10000,3560,2400
600,6000,10000,3570,2400
500,4000,10000,3580,2400
1100,6000,10000,3590,2400
1000,7000,10000,3600,2400
1300,5000,10000,3610,2400
1000,4000,10000,3620,2400
500,2400,10000,3630,2400
260,1000,10000,3860,2400
130,700,10000,3870,2400
300,2000,10000,3900,2400
600,6000,10000,3910,2400
900,3000,10000,3920,2400
1000,2100,10000,3930,2400
300,800,10000,3940,2400
2200,2800,10000,3950,2400
1000,1600,10000,3960,2400
600,1600,10000,3970,2400
600,7000,10000,4160,2400
210,6000,10000,4190,2400
280,5000,10000,4220,2400
200,1600,10000,4230,2400
400,1300,10000,4280,2400
1400,2400,10000,4290,2400
700,1700,10000,4300,2400
900,2100,10000,4310,2400
1500,2700,10000,4320,2400
1300,7000,10000,4330,2400
1300,9000,10000,4340,2400
700,6000,10000,4350,2400
400,5000,10000,4360,2400
150,6000,10000,4370,2400
220,7000,10000,4380,2400
300,7000,10000,4390,2400
300,7000,10000,4400,2400
100,9000,10000,4410,2400
150,4000,10000,4440,2400
900,8000,10000,4450,2400
NA,NA,10000,4800,2400
NA,NA,10000,5310,2400
400,6000,10000,3580,2390
2100,7000,10000,3590,2390
700,6000,10000,3600,2390
1100,6000,10000,3610,2390
800,6000,10000,3620,2390
900,6000,10000,3630,2390
400,2400,10000,3840,2390
80,600,10000,3850,2390
600,1500,10000,3920,2390
2100,4000,10000,3930,2390
500,10000,10000,4130,2390
800,6000,10000,4160,2390
130,4000,10000,4170,2390
120,3000,10000,4180,2390
190,3000,10000,4190,2390
1200,2400,10000,4320,2390
700,2700,10000,4330,2390
1100,6000,10000,4350,2390
1600,10000,10000,4370,2390
600,5000,10000,4380,2390
400,7000,10000,4390,2390
1500,7000,10000,4400,2390
600,8000,10000,4410,2390
500,6000,10000,4420,2390
100,7000,10000,4430,2390
800,7000,10000,3580,2380
500,6000,10000,3590,2380
600,7000,10000,3600,2380
1000,6000,10000,3610,2380
800,6000,10000,3620,2380
500,5000,10000,3630,2380
140,700,10000,3840,2380
280,1700,10000,3850,2380
500,2100,10000,3920,2380
1000,1900,10000,3930,2380
700,9000,10000,4120,2380
500,10000,10000,4130,2380
400,2700,10000,4160,2380
190,2500,10000,4170,2380
160,1800,10000,4180,2380
210,1300,10000,4190,2380
700,1400,10000,4320,2380
1000,2000,10000,4330,2380
1300,2300,10000,4350,2380
1100,2800,10000,4360,2380
1000,4000,10000,4370,2380
600,5000,10000,4380,2380
700,6000,10000,4390,2380
1300,7000,10000,4400,2380
1100,8000,10000,4410,2380
100,5000,10000,4420,2380
600,7000,10000,4430,2380
1000,8000,10000,3540,2370
700,7000,10000,3550,2370
900,9000,10000,3560,2370
500,6000,10000,3570,2370
500,4000,10000,3620,2370
